4003|1|192.168.1.22|34660|192.168.1.7|80|20160118:000000000
4003|1|192.168.1.22|34210|192.168.1.7|80|20160118:000045402
4003|1|192.168.1.22|35102|192.168.1.7|80|20160118:000119431
4003|1|192.168.1.22|39521|192.168.1.7|80|20160118:000124755
4003|1|192.168.1.22|32733|192.168.1.7|80|20160118:000126592
4003|1|192.168.1.22|37665|192.168.1.7|80|20160118:000137666
4003|1|192.168.1.22|32144|192.168.1.7|80|20160118:000137809
4003|1|192.168.1.22|32281|192.168.1.7|80|20160118:000216650
4003|1|192.168.1.22|35767|192.168.1.7|80|20160118:000219296
4003|1|192.168.1.22|34681|192.168.1.7|80|20160118:000231879
4003|1|192.168.1.22|36218|192.168.1.7|80|20160118:000236665
4003|1|192.168.1.22|33084|192.168.1.7|80|20160118:000337734
4003|1|192.168.1.22|34762|192.168.1.7|80|20160118:000357899
4003|1|192.168.1.22|39137|192.168.1.7|80|20160118:000430413
4003|1|192.168.1.22|35031|192.168.1.7|80|20160118:000432215
4003|1|192.168.1.22|34092|192.168.1.7|80|20160118:000449250
4003|1|192.168.1.22|34682|192.168.1.7|80|20160118:000754030
4003|1|192.168.1.22|35338|192.168.1.7|80|20160118:000908119
4003|1|192.168.1.22|39542|192.168.1.7|80|20160118:000911705
4003|1|192.168.1.22|37450|192.168.1.7|80|20160118:001024938
4003|1|192.168.1.22|39088|192.168.1.7|80|20160118:001031171
4003|1|192.168.1.22|36588|192.168.1.7|80|20160118:001122686
4003|1|192.168.1.22|38892|192.168.1.7|80|20160118:001150702
4003|1|192.168.1.22|39680|192.168.1.7|80|20160118:001252307
4003|1|192.168.1.22|39400|192.168.1.7|80|20160118:001337689
4003|1|192.168.1.22|32177|192.168.1.7|80|20160118:001421258
4003|1|192.168.1.22|39236|192.168.1.7|80|20160118:001503551
4003|1|192.168.1.22|37670|192.168.1.7|80|20160118:001526935
4003|1|192.168.1.22|39080|192.168.1.7|80|20160118:001541243
4003|1|192.168.1.22|30945|192.168.1.7|80|20160118:001627850
4003|1|192.168.1.22|33243|192.168.1.7|80|20160118:001644378
4003|1|192.168.1.22|30962|192.168.1.7|80|20160118:001654064
4003|1|192.168.1.22|31359|192.168.1.7|80|20160118:001700158
4003|1|192.168.1.22|31260|192.168.1.7|80|20160118:001725179
4003|1|192.168.1.22|36309|192.168.1.7|80|20160118:001731578
4003|1|192.168.1.22|39976|192.168.1.7|80|20160118:001747714
4003|1|192.168.1.22|37712|192.168.1.7|80|20160118:001842096
4003|1|192.168.1.22|38383|192.168.1.7|80|20160118:001958478
4003|1|192.168.1.22|36609|192.168.1.7|80|20160118:002021010
4003|1|192.168.1.22|32215|192.168.1.7|80|20160118:002026163
4003|1|192.168.1.22|39662|192.168.1.7|80|20160118:002036135
4003|1|192.168.1.22|35073|192.168.1.7|80|20160118:002110112
4003|1|192.168.1.22|33139|192.168.1.7|80|20160118:002113027
4003|1|192.168.1.22|32230|192.168.1.7|80|20160118:002115025
4003|1|192.168.1.22|31197|192.168.1.7|80|20160118:002150879
4003|1|192.168.1.22|39142|192.168.1.7|80|20160118:002407637
4003|1|192.168.1.22|34887|192.168.1.7|80|20160118:002418956
4003|1|192.168.1.22|31391|192.168.1.7|80|20160118:002449351
4003|1|192.168.1.22|35378|192.168.1.7|80|20160118:002454158
4003|1|192.168.1.22|30908|192.168.1.7|80|20160118:002507005
4003|1|192.168.1.22|38022|192.168.1.7|80|20160118:002515841
4003|1|192.168.1.22|36858|192.168.1.7|80|20160118:002550575
4003|1|192.168.1.22|30550|192.168.1.7|80|20160118:002634515
4003|1|192.168.1.22|38614|192.168.1.7|80|20160118:002749699
4003|1|192.168.1.22|36237|192.168.1.7|80|20160118:002758177
4003|1|192.168.1.22|32945|192.168.1.7|80|20160118:002818277
4003|1|192.168.1.22|35720|192.168.1.7|80|20160118:003019174
4003|1|192.168.1.22|32140|192.168.1.7|80|20160118:003035024
4003|1|192.168.1.22|38795|192.168.1.7|80|20160118:003117856
